# Unsteady data 
 # Iteration, Number of cell, Number of conservative variable, Initial residual 
 # 200 25 5   0.06105506061940811 618.4184679032699 2.0070447752951086 0.0 5777928392.63715
9.985989585117980780e-03	1.003661974774052279e+00	2.327344100336535809e-03	0.000000000000000000e+00	2.211553456695542081e+03	9.986258980914755265e-03	1.003588107296883969e+00	2.296463521200293317e-03	0.000000000000000000e+00	2.211621608447177096e+03
9.369475398337812760e-03	8.205235424777267417e-01	9.031282113832335423e-02	0.000000000000000000e+00	2.011730640370221181e+03	9.375181688041236625e-03	8.217170929115068523e-01	9.015603799384871997e-02	0.000000000000000000e+00	2.013503398670688057e+03
8.991795499438268863e-03	7.816857060896481579e-01	3.528155877003056329e-01	0.000000000000000000e+00	1.920473972823033137e+03	8.992179206571896191e-03	7.815978055086633125e-01	3.529668367131929552e-01	0.000000000000000000e+00	1.920524519120664081e+03
9.286891014146991113e-03	9.415126461309163419e-01	1.591416118624771614e-01	0.000000000000000000e+00	1.995046376679013292e+03	9.291981601521786746e-03	9.410965229866129489e-01	1.586634862116518274e-01	0.000000000000000000e+00	1.996457663148387837e+03
9.352233099501224695e-03	1.077726272953814401e+00	3.810999840414407147e-02	0.000000000000000000e+00	2.031233904874543214e+03	9.357299367043011781e-03	1.076746493440541075e+00	3.813938944334250430e-02	0.000000000000000000e+00	2.032561287736172744e+03
9.702109605934598063e-03	1.041703192615683005e+00	2.994238655405965718e-02	0.000000000000000000e+00	2.128416663063503620e+03	9.704960271505982949e-03	1.040976094274568053e+00	3.008666184463529986e-02	0.000000000000000000e+00	2.129224797770084933e+03
9.792056525476426632e-03	1.024982205787971168e+00	1.857405191779316206e-02	0.000000000000000000e+00	2.155145217040689204e+03	9.794657256204044107e-03	1.024585959980480743e+00	1.842520298549598853e-02	0.000000000000000000e+00	2.155872749703341015e+03
9.901693406353967442e-03	1.011717758789399069e+00	1.546609473640813900e-02	0.000000000000000000e+00	2.186360234418147229e+03	9.903028619662235937e-03	1.011470803113008188e+00	1.537874817851941044e-02	0.000000000000000000e+00	2.186747053698517448e+03
9.936459673128957004e-03	1.007440554338528971e+00	6.102776013160769210e-03	0.000000000000000000e+00	2.196647271778192135e+03	9.937529775086668959e-03	1.007294830020595722e+00	6.023661911627844860e-03	0.000000000000000000e+00	2.196955122629932248e+03
9.983318987625552227e-03	1.001832633618259250e+00	1.148131389137377204e-03	0.000000000000000000e+00	2.210301255485255297e+03	9.983696046773989433e-03	1.001780460485512503e+00	1.130460360504706397e-03	0.000000000000000000e+00	2.210410934405296757e+03
9.968872070497262691e-03	1.004749884664602799e+00	2.462192805253428807e-03	0.000000000000000000e+00	2.206140776070606535e+03	9.969475172417519709e-03	1.004632617699752650e+00	2.433625466978598609e-03	0.000000000000000000e+00	2.206313264533522670e+03
9.150469691692445992e-03	9.960985020922180633e-01	2.168554356971418018e-01	0.000000000000000000e+00	1.973998749652381093e+03	9.154716966446610482e-03	9.958045590184259055e-01	2.167599634877410975e-01	0.000000000000000000e+00	1.975133956424647749e+03
9.193119481536336443e-03	7.010552466618134027e-01	2.685907647620699445e-01	0.000000000000000000e+00	1.955697154247287017e+03	9.195095723900075652e-03	7.011804641825324369e-01	2.679469106280213953e-01	0.000000000000000000e+00	1.956223301081613499e+03
9.205804402370421427e-03	8.830015499505210474e-01	2.338273633621154035e-01	0.000000000000000000e+00	1.976296976139991557e+03	9.209843720597800723e-03	8.832523186990500763e-01	2.333099746126538199e-01	0.000000000000000000e+00	1.977498005380639825e+03
9.242526294215454991e-03	8.757071530529236814e-01	2.867328199585039705e-02	0.000000000000000000e+00	1.981174093178942258e+03	9.249101940642387790e-03	8.764915405672141224e-01	2.879961097535766942e-02	0.000000000000000000e+00	1.983122229700314392e+03
9.978714563563931272e-03	1.001529707217710508e+00	4.772390243308465008e-03	0.000000000000000000e+00	2.209000896489898878e+03	9.979073733005012353e-03	1.001476442767487596e+00	4.736594750864337941e-03	0.000000000000000000e+00	2.209104016082365888e+03
9.989945080053517709e-03	1.002239112697880463e+00	5.972877688391603620e-04	0.000000000000000000e+00	2.212532808642044074e+03	9.990185802632532003e-03	1.002176695531095563e+00	5.968369294030414010e-04	0.000000000000000000e+00	2.212595419960675827e+03
9.970194219469430408e-03	1.010499887829048760e+00	2.509944031331893741e-03	0.000000000000000000e+00	2.206699947059744773e+03	9.970508104079112838e-03	1.010379562707640844e+00	2.498029853099827894e-03	0.000000000000000000e+00	2.206786783624166674e+03
9.904430829344432197e-03	1.034726258205095561e+00	9.508573652183561695e-03	0.000000000000000000e+00	2.188017209055788499e+03	9.905171774102989116e-03	1.034450096142938147e+00	9.518935169459544557e-03	0.000000000000000000e+00	2.188222477143709966e+03
